http://www.wsj.com/,839.3740234375 kb,383,text/html
http://www.wsj.com/news/world/middle-east,100.23046875 kb,279,text/html
http://www.wsj.com/podcasts/latest/wsj-speakeasy,92.00390625 kb,81,text/html
http://www.wsj.com/articles/texas-bankers-game-plan-ditch-branches-prosper-1475593203,123.7666015625 kb,289,text/html
http://www.wsj.com/articles/google-to-detail-amazon-echo-fighter-called-home-new-phones-1475592365?mod=trending_now_4,132.3076171875 kb,299,text/html
http://www.wsj.com/news/science,449.4208984375 kb,281,text/html
http://www.wsj.com/news/author/1345,76.7939453125 kb,156,text/html
http://www.wsj.com/news/world/asia,101.009765625 kb,280,text/html
http://www.wsj.com/news/business/hotels-casinos,102.4365234375 kb,280,text/html
http://www.wsj.com/news/world/europe,103.8154296875 kb,280,text/html
http://www.wsj.com/articles/a-photographer-for-a-worlds-worth-of-women-1475593374,122.3349609375 kb,289,text/html
http://www.wsj.com/news/types/the-numbers,78.603515625 kb,256,text/html
http://www.wsj.com/itp,156.64453125 kb,185,text/html
http://www.wsj.com/news/business/financial-services,102.169921875 kb,280,text/html
http://www.wsj.com/articles/why-the-best-leaders-want-their-superstar-employees-to-leave-1475460841?mod=trending_now_1,164.06640625 kb,305,text/html
http://www.wsj.com/news/economy,117.79296875 kb,310,text/html
http://www.wsj.com/video/nobel-prize-winning-physics-explained-through-pastry/477405EC-DED9-40A5-B83D-5FC4D015F912.html?mod=trending_now_video_2,88.439453125 kb,106,text/html
http://www.wsj.com/video/top-moments-in-vice-presidential-debate-history/44157F20-A024-4BFB-B2A0-4B725C575AE7.html?mod=trending_now_video_4,92.1279296875 kb,106,text/html
http://www.wsj.com/articles/netflix-ipic-entertainment-agree-to-screen-original-movies-in-theaters-online-simultaneously-1475636402,126.11328125 kb,290,text/html
http://www.wsj.com/public/page/news-stock-market-movers.html,232.494140625 kb,479,text/html
http://www.wsj.com/news/types/the-10-point,78.9482421875 kb,265,text/html
http://www.wsj.com/news/business/natural-resources,101.5576171875 kb,280,text/html
http://www.wsj.com/news/business/consumer-products,101.7744140625 kb,280,text/html
http://www.wsj.com/articles/twitter-is-expected-to-field-bids-this-week-1475621345,129.654296875 kb,295,text/html
http://www.wsj.com/articles/insider-trading-hits-the-high-court-1475622944,122.8154296875 kb,289,text/html
http://www.wsj.com/articles/astrazenecas-brilinta-fails-arterial-disease-drug-trial-1475568265,123.3857421875 kb,288,text/html
http://www.wsj.com/public/page/news-personal-finance.html,199.201171875 kb,383,text/html
http://www.wsj.com/news/us,118.4140625 kb,306,text/html
http://www.wsj.com/public/page/news-books-best-sellers.html,234.646484375 kb,478,text/html
http://www.wsj.com/android-chrome-192x192.png,7.80859375 kb,4,image/png
http://www.wsj.com/public/page/news-autos-automotive.html,179.9453125 kb,331,text/html
http://www.wsj.com/news/cmo-today,376.400390625 kb,288,text/html
http://www.wsj.com/public/page/news-sports-scores.html,199.5703125 kb,419,text/html
http://www.wsj.com/articles/nonprofit-groups-attract-cfos-from-for-profit-companies-1475535228,152.6044921875 kb,290,text/html
http://www.wsj.com/articles/ny-quadrille-at-the-joyce-review-making-the-courtly-contemporary-1475617745,127.5126953125 kb,294,text/html
http://www.wsj.com/articles/why-a-japanese-e-tailer-requires-workers-to-speak-english-1475460061,163.279296875 kb,310,text/html
http://www.wsj.com/news/business/media-marketing,103.9462890625 kb,279,text/html
http://www.wsj.com/public/page/archive.html,128.123046875 kb,495,text/html
http://www.wsj.com/news/realestate,115.45703125 kb,301,text/html
http://www.wsj.com/articles/asian-shares-broadly-lower-on-fed-comments-ecb-tapering-report-1475638328,123.4130859375 kb,288,text/html
http://www.wsj.com/public/page/news-currency-currencies-trading.html,155.552734375 kb,274,text/html
http://www.wsj.com/public/page/news-wall-street.html,178.60546875 kb,309,text/html
http://www.wsj.com/public/page/political-diary.html,160.486328125 kb,294,text/html
http://www.wsj.com/articles/siemens-to-upgrade-irans-rail-infrastructure-1475574370,121.8232421875 kb,287,text/html
http://www.wsj.com/articles/hong-kong-pro-democracy-activist-joshua-wong-detained-in-thailand-1475631648,120.751953125 kb,285,text/html
http://www.wsj.com/articles/photos-of-the-day-oct-4-1475614015,120.955078125 kb,287,text/html
http://www.wsj.com/articles/home-states-of-mike-pence-tim-kaine-expect-a-debate-on-issues-differences-1475600312,126.4375 kb,292,text/html
http://www.wsj.com/graphics/the-sterling-seesaw/,67.009765625 kb,233,text/html
http://www.wsj.com/articles/stop-assad-nowor-expect-years-of-war-1475621737,124.54296875 kb,289,text/html
http://www.wsj.com/policy/copyright-policy,58.60546875 kb,231,text/html
http://www.wsj.com/news/us/,118.474609375 kb,307,text/html
http://www.wsj.com/news/world/africa,98.6015625 kb,279,text/html
http://www.wsj.com/video/browse/tech,47.7412109375 kb,105,text/html
http://www.wsj.com/public/page/rss_news_and_feeds.html,139.947265625 kb,255,text/html
http://www.wsj.com/articles/russia-upgrades-military-prowess-in-arctic-1475624748,121.603515625 kb,286,text/html
http://www.wsj.com/articles/target-goes-after-younger-market-with-small-focused-stores-1475597213,122.9560546875 kb,288,text/html
http://www.wsj.com/articles/donald-trumps-buzz-tests-hillary-clintons-organization-1475624868,124.0537109375 kb,289,text/html
http://www.wsj.com/news/opinion,120.6025390625 kb,306,text/html
http://www.wsj.com/articles/kerry-faults-russia-for-prolonging-syria-conflict-1475584062,122.1552734375 kb,286,text/html
http://www.wsj.com/articles/maria-sharapovas-doping-suspension-reduced-to-15-months-1475593666,124.9912109375 kb,289,text/html
http://www.wsj.com/public/page/news-food-cooking-drink.html,234.5576171875 kb,498,text/html
http://www.wsj.com/news/business,124.560546875 kb,316,text/html
http://www.wsj.com/news/business/law-legal,103.951171875 kb,280,text/html
http://www.wsj.com/articles/why-watching-silly-cat-videos-is-good-for-you-1475602097,125.6318359375 kb,292,text/html
http://www.wsj.com/news/technology,120.9609375 kb,218,text/html
http://www.wsj.com/video/northern-lights-stunning-footage-from-iceland/80AFEC1D-5702-4D8F-8B62-DB9E329EED2C.html?mod=trending_now_video_5,88.64453125 kb,107,text/html
http://www.wsj.com/public/page/news-fixed-income-bonds.html,188.1884765625 kb,336,text/html
http://www.wsj.com/policy/cookie-policy,73.3984375 kb,250,text/html
http://www.wsj.com/news/business/,124.6337890625 kb,317,text/html
http://www.wsj.com/public/page/editorials.html,161.0986328125 kb,290,text/html
http://www.wsj.com/video/browse/business/economy,47.5537109375 kb,105,text/html
http://www.wsj.com/articles/pound-drops-to-31-year-low-against-dollar-on-brexit-concerns-1475566159,124.8583984375 kb,289,text/html
http://www.wsj.com/articles/wal-marts-cio-on-the-retailers-push-into-online-grocery-shopping-1475460720,163.34375 kb,305,text/html
http://www.wsj.com/podcasts/latest/wsj-tech-news-briefing,77.6376953125 kb,75,text/html
http://www.wsj.com/public/page/news-financial-markets-deals.html,152.6455078125 kb,283,text/html
http://www.wsj.com/articles/boeing-keeps-its-sights-set-on-sales-goal-1475598770,121.28125 kb,287,text/html
http://www.wsj.com/news/cio-journal,113.8681640625 kb,311,text/html
http://www.wsj.com/articles/a-onetime-housing-skeptic-plans-1-billion-bet-on-homes-1475619217,124.9560546875 kb,289,text/html
http://www.wsj.com/articles/gold-tumbles-to-more-than-three-month-low-1475593402,124.03515625 kb,290,text/html
http://www.wsj.com/policy/privacy-policy,86.5078125 kb,240,text/html
http://www.wsj.com/articles/the-patriots-injury-list-is-highly-questionable-1475624467,124.6494140625 kb,290,text/html
http://www.wsj.com/articles/home-states-of-mike-pence-tim-kaine-expect-a-debate-on-issues-differences-1475600312?tesla=y,126.53125 kb,293,text/html
http://www.wsj.com/articles/main-square-in-afghan-city-of-kunduz-retaken-from-taliban-1475579590,124.62890625 kb,289,text/html
http://www.wsj.com/articles/chicago-to-replace-police-oversight-agency-1475622379,125.01953125 kb,290,text/html
http://www.wsj.com/public/page/guides.html,99.978515625 kb,242,text/html
http://www.wsj.com/video/browse/business,47.60546875 kb,105,text/html
http://www.wsj.com/news/markets,463.62890625 kb,314,text/html
http://www.wsj.com/articles/how-your-body-language-can-tell-people-youre-a-leaderor-not-1475460480?mod=trending_now_3,156.1279296875 kb,298,text/html
http://www.wsj.com/articles/irans-growth-hurdle-lack-of-modern-office-spaces-1475573402,157.681640625 kb,299,text/html
http://www.wsj.com/public/page/real-estate-luxury.html,179.3359375 kb,325,text/html
http://www.wsj.com/news/personal-technology,132.119140625 kb,224,text/html
http://www.wsj.com/video/browse/news/politics-and-campaign,47.99609375 kb,105,text/html
http://www.wsj.com/news/realestate/,115.4912109375 kb,302,text/html
http://www.wsj.com/conferences,36.5341796875 kb,194,text/html
http://www.wsj.com/news/author/8003,80.8779296875 kb,158,text/html
http://www.wsj.com/news/arts,118.802734375 kb,314,text/html
http://www.wsj.com/news/world/canada,98.208984375 kb,278,text/html
http://www.wsj.com/public/page/wealth-management-journal.html,180.3505859375 kb,332,text/html
http://www.wsj.com/articles/stella-mccartney-launches-menswear-1475593089,121.3427734375 kb,288,text/html
http://www.wsj.com/articles/u-k-government-considering-new-restrictions-on-non-eu-students-workers-1475595393,122.7861328125 kb,287,text/html
http://www.wsj.com/news/whats-news,97.173828125 kb,274,text/html
http://www.wsj.com/news/markets/oil-gold-commodities-futures,103.2783203125 kb,280,text/html
http://www.wsj.com/articles/woes-in-wealthy-countries-to-offset-emerging-market-turnaround-says-imf-1475586001,122.9462890625 kb,287,text/html
http://www.wsj.com/news/world/latin-america,102.9658203125 kb,280,text/html
http://www.wsj.com/articles/hurricane-matthew-makes-landfall-in-western-haiti-1475583537,121.1630859375 kb,284,text/html
http://www.wsj.com/podcasts/latest/wsj-your-money-matters,75.7822265625 kb,75,text/html
http://www.wsj.com/articles/a-primer-on-the-facebook-measurement-wars-1475617965,166.431640625 kb,312,text/html
http://www.wsj.com/podcasts/latest/wsj-moneybeat,90.912109375 kb,81,text/html
